age,income,loan_amount,employment_type,education,marital_status,loan_purpose,default
45,1469833,156873,Salaried,Graduate,Married,Business,0
41,915577,332376,Self-Employed,Graduate,Married,Business,0
56,312319,264300,Unemployed,High School,Married,Education,1
43,994780,521136,Self-Employed,High School,Single,Personal,0
36,1456934,345753,Self-Employed,Post-Graduate,Single,Education,0
59,871999,500715,Salaried,Graduate,Married,Car,0
59,1333606,351165,Salaried,Post-Graduate,Single,Home,0
34,657782,619396,Unemployed,Post-Graduate,Single,Education,1
51,897371,442365,Self-Employed,Post-Graduate,Single,Business,0
25,969937,797174,Salaried,High School,Single,Education,0
55,1482984,781723,Self-Employed,Graduate,Single,Car,0
43,1234609,135305,Salaried,High School,Married,Car,0
49,1005072,579109,Salaried,High School,Married,Business,0
31,1283978,198869,Self-Employed,Post-Graduate,Married,Business,0
38,1313664,115580,Self-Employed,Post-Graduate,Single,Personal,1
32,595107,461286,Salaried,Graduate,Single,Personal,0
29,359331,601033,Salaried,Post-Graduate,Single,Home,0
30,656237,187697,Salaried,Post-Graduate,Divorced,Business,0
37,1408635,667641,Self-Employed,Graduate,Single,Personal,0
58,1432264,724469,Salaried,Graduate,Single,Business,0
27,1390331,731359,Unemployed,Post-Graduate,Married,Education,0
33,654299,316158,Self-Employed,High School,Single,Personal,0
29,801952,88548,Salaried,Graduate,Married,Business,0
47,1157698,251203,Self-Employed,Graduate,Married,Business,0
22,824562,615321,Salaried,High School,Married,Education,0
25,424903,379240,Salaried,Graduate,Married,Business,0
49,1049093,632523,Salaried,High School,Single,Personal,0
57,812026,651148,Unemployed,Post-Graduate,Single,Personal,0
58,1451955,669573,Salaried,High School,Single,Home,0
39,1029884,75822,Self-Employed,High School,Married,Home,0
28,624517,520746,Salaried,Post-Graduate,Married,Personal,0
21,1042332,656680,Salaried,Graduate,Divorced,Home,0
42,1335499,694411,Self-Employed,Graduate,Married,Home,0
37,603048,84985,Self-Employed,Graduate,Single,Education,0
27,388944,599564,Salaried,High School,Single,Car,0
45,1196463,486255,Salaried,Post-Graduate,Single,Home,0
24,741090,263044,Salaried,Graduate,Single,Car,0
56,478477,708347,Salaried,Graduate,Married,Home,0
26,877519,320474,Self-Employed,Graduate,Single,Car,0
51,617876,731333,Salaried,Post-Graduate,Married,Business,0
39,781131,507774,Self-Employed,Graduate,Married,Car,0
59,1414167,280203,Self-Employed,Graduate,Married,Car,0
47,556477,622407,Salaried,Post-Graduate,Divorced,Business,1
30,1293511,559152,Salaried,Graduate,Married,Business,1
46,222507,603228,Salaried,Graduate,Married,Home,0
39,402132,582665,Salaried,Graduate,Single,Home,0
59,546415,374452,Self-Employed,High School,Divorced,Car,0
23,358747,254010,Salaried,Graduate,Single,Personal,0
33,575631,348105,Self-Employed,Post-Graduate,Married,Car,0
48,1358195,583892,Salaried,Post-Graduate,Divorced,Personal,0
40,1028035,98029,Salaried,Post-Graduate,Single,Business,0
48,678041,194849,Salaried,Graduate,Single,Car,0
28,624446,626356,Self-Employed,Graduate,Single,Home,0
59,965923,775433,Salaried,Graduate,Single,Education,0
21,778109,766838,Self-Employed,Graduate,Married,Home,0
23,497834,761563,Salaried,Graduate,Single,Education,1
33,730942,212977,Salaried,Graduate,Single,Personal,0
48,660773,162236,Salaried,Graduate,Married,Home,0
45,836547,153949,Salaried,Graduate,Single,Car,0
53,940904,185333,Self-Employed,Post-Graduate,Single,Education,0
58,1013878,611594,Salaried,High School,Single,Business,0
26,768366,382106,Salaried,Graduate,Single,Car,0
52,723259,374576,Self-Employed,Graduate,Single,Home,0
41,586242,391103,Salaried,Graduate,Married,Business,0
36,274745,608825,Salaried,Graduate,Single,Business,0
41,1489844,77337,Self-Employed,Graduate,Single,Business,0
31,1425135,437906,Salaried,Graduate,Married,Business,0
57,211721,703450,Unemployed,High School,Single,Car,1
56,308878,309850,Salaried,Post-Graduate,Single,Personal,0
55,763725,375391,Salaried,High School,Single,Business,0
39,350061,489709,Unemployed,Graduate,Single,Personal,1
40,1243471,329720,Self-Employed,High School,Single,Personal,0
38,1066269,609872,Salaried,High School,Married,Home,0
34,587581,143733,Salaried,High School,Married,Car,0
35,1190544,408124,Salaried,Graduate,Married,Business,0
51,564258,268209,Salaried,Post-Graduate,Divorced,Education,0
21,338480,256778,Self-Employed,Post-Graduate,Married,Home,0
23,1121657,777651,Salaried,Post-Graduate,Divorced,Car,0
36,587031,793747,Salaried,Post-Graduate,Single,Car,0
43,1006192,479961,Salaried,Post-Graduate,Divorced,Personal,0
31,945089,472928,Salaried,High School,Single,Home,1
32,1315149,311199,Salaried,High School,Single,Car,0
30,392888,412331,Salaried,High School,Single,Home,0
52,987424,637207,Self-Employed,Graduate,Married,Car,0
36,1010128,50540,Salaried,Post-Graduate,Divorced,Personal,0
28,433886,58837,Salaried,Graduate,Married,Business,0
58,1322117,300845,Unemployed,Graduate,Single,Business,0
32,1301414,726545,Self-Employed,High School,Single,Car,0
44,544421,153030,Salaried,High School,Single,Car,0
48,479709,728766,Unemployed,Post-Graduate,Single,Home,0
28,1288161,99054,Self-Employed,High School,Single,Personal,0
48,1152337,231912,Salaried,Graduate,Married,Home,0
56,998526,321190,Self-Employed,Graduate,Single,Home,0
46,362352,548154,Salaried,High School,Married,Education,0
28,899738,541924,Salaried,Graduate,Married,Education,0
48,1137017,364639,Salaried,Graduate,Divorced,Business,0
48,1117658,352723,Salaried,Graduate,Married,Personal,0
57,986260,109821,Salaried,Graduate,Single,Personal,0
56,471718,795991,Self-Employed,Graduate,Married,Business,0
47,1283759,650956,Salaried,Graduate,Single,Personal,0
37,349710,739535,Unemployed,High School,Single,Education,1
29,257194,583300,Self-Employed,High School,Married,Education,0
53,226082,581318,Self-Employed,Graduate,Married,Education,0
40,871666,172047,Salaried,Post-Graduate,Divorced,Home,0
33,1094803,267522,Self-Employed,Graduate,Married,Car,0
48,1376475,717387,Salaried,Post-Graduate,Married,Business,0
49,469951,561971,Self-Employed,Graduate,Married,Home,0
33,1430990,252814,Salaried,Post-Graduate,Married,Personal,0
55,1280719,143399,Self-Employed,Post-Graduate,Single,Car,0
26,321952,330709,Salaried,Graduate,Single,Personal,0
38,1011147,413680,Self-Employed,High School,Single,Business,0
25,212202,468216,Self-Employed,Post-Graduate,Single,Car,0
45,752275,493919,Self-Employed,Post-Graduate,Married,Education,0
22,366812,738485,Salaried,Graduate,Single,Education,0
30,971562,716998,Salaried,Post-Graduate,Single,Car,0
50,1325424,759640,Salaried,Graduate,Married,Education,0
25,1433519,403266,Salaried,High School,Married,Education,0
53,457476,369684,Salaried,High School,Married,Education,0
21,430721,468653,Salaried,Graduate,Single,Business,1
38,425366,146774,Self-Employed,Post-Graduate,Married,Car,0
52,775357,622819,Salaried,Graduate,Single,Car,0
31,1288985,182730,Unemployed,High School,Married,Home,1
41,458329,718675,Salaried,Graduate,Single,Personal,0
46,556166,723563,Self-Employed,Graduate,Married,Personal,0
45,673851,171159,Salaried,Graduate,Single,Home,0
42,311689,88649,Unemployed,Post-Graduate,Married,Personal,0
47,306948,744783,Salaried,Graduate,Married,Education,0
33,916846,244689,Salaried,Post-Graduate,Married,Car,0
53,742750,332536,Salaried,Post-Graduate,Single,Home,0
54,289299,187115,Salaried,Graduate,Divorced,Business,0
55,1094186,591155,Salaried,Post-Graduate,Single,Education,0
21,544417,443573,Self-Employed,Graduate,Single,Business,0
41,1228400,439018,Salaried,High School,Single,Education,0
26,713622,739318,Self-Employed,Graduate,Single,Home,0
48,1422171,76279,Self-Employed,High School,Single,Car,0
37,885644,210539,Unemployed,Post-Graduate,Single,Business,0
25,657212,677156,Salaried,Post-Graduate,Divorced,Car,0
51,475850,353596,Salaried,Graduate,Single,Education,0
25,735212,276199,Salaried,Graduate,Single,Car,1
58,740209,570242,Salaried,Graduate,Married,Car,0
23,618648,388999,Salaried,Graduate,Married,Car,0
43,742101,732056,Salaried,Graduate,Divorced,Car,1
57,1095420,572839,Salaried,Graduate,Divorced,Car,0
57,1112510,287619,Self-Employed,Graduate,Married,Personal,0
30,857428,375756,Salaried,Graduate,Married,Car,0
30,1091580,533589,Salaried,High School,Single,Business,0
39,754827,601866,Salaried,Post-Graduate,Single,Personal,0
37,473827,576196,Salaried,High School,Single,Business,0
41,323031,148059,Self-Employed,Graduate,Married,Education,0
34,547295,512398,Self-Employed,Graduate,Single,Business,0
29,1415322,500083,Unemployed,Post-Graduate,Single,Personal,0
21,776991,653656,Self-Employed,High School,Single,Education,0
33,548255,265369,Salaried,Post-Graduate,Married,Education,0
24,940703,463936,Salaried,Post-Graduate,Single,Car,0
21,1072409,444841,Unemployed,Graduate,Married,Business,0
52,1061316,147543,Self-Employed,High School,Divorced,Car,0
54,788175,219258,Self-Employed,Post-Graduate,Single,Car,0
48,903626,534556,Self-Employed,Graduate,Married,Car,0
51,1256458,777250,Salaried,Graduate,Single,Car,1
28,1319401,477373,Self-Employed,Graduate,Married,Personal,0
59,394145,441886,Salaried,Graduate,Single,Business,0
46,367248,425105,Salaried,Post-Graduate,Divorced,Personal,0
54,1331657,367797,Salaried,Graduate,Divorced,Personal,0
23,361361,452324,Salaried,Graduate,Single,Education,0
32,1229767,519085,Salaried,Post-Graduate,Single,Car,0
21,309337,427542,Salaried,Graduate,Married,Business,0
25,1263938,789166,Salaried,Graduate,Married,Business,0
50,680826,609272,Salaried,Post-Graduate,Divorced,Business,0
50,1213875,787200,Salaried,Graduate,Married,Business,1
37,475927,375622,Self-Employed,Graduate,Married,Car,0
43,375234,306515,Self-Employed,High School,Married,Education,1
35,1153253,719793,Salaried,Post-Graduate,Single,Personal,0
57,961729,541273,Self-Employed,Graduate,Divorced,Education,0
41,1228387,513197,Salaried,Post-Graduate,Married,Education,0
34,666910,218671,Salaried,Graduate,Single,Car,0
22,1237921,716178,Salaried,Graduate,Single,Education,1
31,377367,56984,Salaried,Post-Graduate,Single,Home,1
59,885691,293138,Self-Employed,Graduate,Single,Business,0
58,507784,317738,Salaried,High School,Married,Home,0
54,658093,243332,Salaried,Graduate,Married,Car,0
58,1033401,260338,Salaried,Post-Graduate,Single,Business,0
54,1029418,450387,Self-Employed,Graduate,Divorced,Education,0
38,826305,303251,Salaried,Post-Graduate,Married,Education,0
50,578324,790965,Unemployed,Graduate,Single,Business,0
35,731873,100570,Unemployed,Graduate,Single,Car,1
47,204122,429435,Self-Employed,High School,Married,Home,0
54,1265414,669638,Self-Employed,High School,Married,Car,0
58,872661,703030,Salaried,High School,Single,Education,0
53,485251,694076,Salaried,Graduate,Single,Car,0
44,1089110,636693,Unemployed,Post-Graduate,Single,Car,1
35,910571,161606,Salaried,High School,Divorced,Education,1
50,741632,112653,Salaried,Graduate,Single,Business,0
37,519346,453426,Salaried,Graduate,Single,Business,0
25,1001391,371524,Self-Employed,Graduate,Married,Home,0
49,1230350,151791,Salaried,Graduate,Single,Car,0
24,595085,694886,Salaried,High School,Married,Personal,0
30,1030696,736185,Self-Employed,Graduate,Married,Business,0
37,1393198,170996,Salaried,Graduate,Single,Personal,0
30,861062,431565,Salaried,Graduate,Single,Car,0
37,802851,786601,Salaried,Post-Graduate,Married,Car,0
40,572308,649525,Salaried,Graduate,Married,Business,0
44,1179249,666438,Salaried,Graduate,Married,Education,0
25,429351,130202,Salaried,Post-Graduate,Married,Education,0
54,1043214,524964,Self-Employed,Post-Graduate,Married,Business,0
26,337104,378535,Self-Employed,Graduate,Married,Home,0
22,201825,124894,Salaried,High School,Married,Education,1
33,850475,625105,Self-Employed,Post-Graduate,Divorced,Home,0
31,670306,643862,Salaried,Post-Graduate,Married,Car,0
43,641317,309972,Salaried,Post-Graduate,Single,Personal,0
36,736758,355076,Self-Employed,Graduate,Single,Business,0
51,465914,375548,Salaried,Graduate,Single,Personal,0
31,1406916,70071,Self-Employed,High School,Married,Car,0
36,471102,526252,Salaried,Graduate,Single,Car,0
28,575950,487544,Salaried,High School,Single,Education,1
24,995238,627982,Self-Employed,Graduate,Married,Education,1
24,1061164,310575,Salaried,Graduate,Married,Home,0
45,1414537,575021,Salaried,Graduate,Married,Home,0
23,751990,635415,Salaried,Post-Graduate,Single,Home,0
52,628993,741049,Salaried,Post-Graduate,Married,Home,0
23,498971,749649,Self-Employed,Graduate,Married,Education,0
47,801109,128345,Self-Employed,Post-Graduate,Married,Home,0
49,820971,289274,Self-Employed,Graduate,Married,Home,0
52,1212767,194758,Salaried,Post-Graduate,Married,Business,0
39,1459858,119034,Salaried,Post-Graduate,Married,Car,0
41,1070322,157620,Self-Employed,Graduate,Married,Education,0
25,1209154,710077,Salaried,Post-Graduate,Married,Education,0
38,1009471,316998,Salaried,Graduate,Single,Business,0
48,1112453,150162,Self-Employed,High School,Single,Business,0
42,1162433,326502,Salaried,Graduate,Married,Business,0
41,1292460,465073,Self-Employed,Graduate,Single,Car,0
26,1331738,544033,Salaried,Post-Graduate,Married,Education,0
21,937992,262192,Self-Employed,Post-Graduate,Single,Business,0
25,624524,76576,Salaried,High School,Married,Home,0
32,606270,141909,Self-Employed,Graduate,Married,Home,0
46,1328182,748900,Salaried,Post-Graduate,Married,Business,0
54,226250,621705,Self-Employed,Graduate,Single,Business,0
34,539535,543687,Salaried,Graduate,Single,Education,0
46,501065,331556,Self-Employed,Post-Graduate,Single,Education,0
47,1322939,147760,Self-Employed,High School,Married,Business,0
29,356857,633579,Salaried,High School,Divorced,Personal,0
46,1436513,141255,Salaried,Post-Graduate,Married,Car,0
42,821688,308757,Unemployed,Post-Graduate,Married,Car,0
50,296847,447447,Salaried,Post-Graduate,Divorced,Car,0
37,993293,790428,Self-Employed,Post-Graduate,Single,Car,0
46,1131483,607056,Salaried,High School,Married,Car,0
56,1361625,549788,Self-Employed,Graduate,Single,Business,0
21,724645,112985,Salaried,Graduate,Single,Business,0
28,459718,581899,Self-Employed,Post-Graduate,Single,Personal,0
55,1101036,593300,Salaried,Post-Graduate,Single,Home,1
35,385326,551907,Salaried,Post-Graduate,Married,Car,1
42,747526,361869,Salaried,Graduate,Single,Personal,0
34,644194,575836,Self-Employed,Graduate,Single,Car,0
46,809766,664585,Salaried,High School,Married,Business,0
48,793684,195060,Salaried,Graduate,Single,Business,0
43,441819,669017,Self-Employed,Graduate,Married,Car,0
34,1006955,766546,Salaried,Graduate,Divorced,Car,0
44,1166793,326641,Self-Employed,High School,Married,Personal,0
22,449494,442481,Self-Employed,Graduate,Married,Business,0
46,1384497,776941,Salaried,Post-Graduate,Single,Car,0
34,355790,271217,Salaried,Post-Graduate,Married,Personal,0
27,1190506,451055,Self-Employed,Post-Graduate,Single,Home,1
23,1074757,534948,Salaried,Graduate,Married,Personal,0
43,703869,612745,Self-Employed,Graduate,Married,Personal,0
38,361334,682584,Salaried,High School,Single,Car,0
58,421043,703207,Salaried,Post-Graduate,Married,Home,0
55,1283363,636264,Salaried,Graduate,Married,Education,0
35,1419508,584563,Unemployed,Graduate,Married,Home,0
45,1103969,88151,Self-Employed,Graduate,Married,Education,0
57,1036776,608461,Salaried,Graduate,Married,Personal,0
48,702025,261057,Unemployed,Post-Graduate,Divorced,Home,0
30,382730,590248,Salaried,Graduate,Single,Business,0
59,297464,78709,Self-Employed,High School,Single,Education,0
37,1052301,183211,Self-Employed,Graduate,Married,Home,0
59,628546,478662,Self-Employed,Post-Graduate,Single,Car,0
42,280312,217634,Salaried,Graduate,Married,Education,0
46,758851,200175,Salaried,Graduate,Single,Education,0
45,1132774,336576,Self-Employed,Post-Graduate,Single,Education,0
37,560701,480586,Salaried,Graduate,Single,Car,0
33,596873,519170,Salaried,Post-Graduate,Single,Business,0
40,570063,699499,Self-Employed,Post-Graduate,Single,Business,0
45,661989,545970,Self-Employed,Graduate,Married,Personal,0
24,345271,539351,Salaried,Graduate,Single,Personal,0
30,841142,258168,Salaried,Graduate,Single,Home,0
23,704803,522598,Salaried,Post-Graduate,Single,Home,1
38,1494805,56069,Self-Employed,Graduate,Married,Home,0
56,1327893,255287,Self-Employed,High School,Divorced,Car,0
42,1436460,456509,Self-Employed,Post-Graduate,Single,Business,0
54,814113,148582,Self-Employed,Graduate,Married,Car,0
28,992415,675183,Self-Employed,High School,Married,Car,0
39,528773,704928,Salaried,High School,Single,Education,0
57,1318901,672946,Salaried,Graduate,Single,Personal,0
26,1034311,688270,Self-Employed,Graduate,Single,Personal,1
